LOEPENR	PARADIGME_ID	BOY_NUMMER	BOY_GRUPPE	BOY_UTTRYKK
2563	327	4	verb, normal	av
2564	327	5	verb, normal	itt
2565	327	6	verb, normal	itt
2566	327	7	verb, normal	itt
2567	327	8	verb, normal	itte
2568	327	9	verb, normal	itte
2569	327	10	verb, normal	ivende
2570	327	11	verb, normal	i
2571	328	1	verb, normal	igge
2572	328	2	verb, normal	igger
2573	328	3	verb, normal	igges
2574	328	4	verb, normal	å
2575	328	5	verb, normal	igget
2576	328	6	verb, normal	igget
2577	328	7	verb, normal	igget
2578	328	8	verb, normal	igne
2579	328	9	verb, normal	igne
2580	328	10	verb, normal	iggende
2581	328	11	verb, normal	igg
2582	329	1	verb, normal	igge
2583	329	2	verb, normal	igger
2584	329	3	verb, normal	igges
2585	329	4	verb, normal	å
2586	329	5	verb, normal	igget
2587	329	6	verb, normal	igget
2588	329	7	verb, normal	iggen
2589	329	8	verb, normal	igne
2590	329	9	verb, normal	igne
2591	329	10	verb, normal	iggende
2592	329	11	verb, normal	igg
2593	32A	1	verb, normal	igge
2594	32A	2	verb, normal	igger
2595	32A	3	verb, normal	igges
2596	32A	4	verb, normal	åg
2597	32A	5	verb, normal	igget
2598	32A	6	verb, normal	igget
2599	32A	7	verb, normal	igget
2600	32A	8	verb, normal	igne
2601	32A	9	verb, normal	igne
2602	32A	10	verb, normal	iggende
2603	32A	11	verb, normal	igg
2604	32B	1	verb, normal	igge
2605	32B	2	verb, normal	igger
2606	32B	3	verb, normal	igges
2607	32B	4	verb, normal	åg
2608	32B	5	verb, normal	igget
2609	32B	6	verb, normal	igget
2610	32B	7	verb, normal	iggen
2611	32B	8	verb, normal	igne
2612	32B	9	verb, normal	igne
2613	32B	10	verb, normal	iggende
2614	32B	11	verb, normal	igg
2615	32C	1	verb, normal	se
2616	32C	2	verb, normal	ser
2617	32C	3	verb, normal	ses
2618	32C	4	verb, normal	såg
2619	32C	5	verb, normal	sett
2620	32C	6	verb, normal	sett
2621	32C	7	verb, normal	sett
2622	32C	8	verb, normal	sette
2623	32C	9	verb, normal	sette
2624	32C	10	verb, normal	seende
2625	32C	11	verb, normal	se
2626	330	1	verb, normal	e+e
2627	330	2	verb, normal	e+er
2628	330	3	verb, normal	e+es
2629	330	4	verb, normal	a+
2630	330	5	verb, normal	e+et
2631	330	6	verb, normal	e+et
2632	330	7	verb, normal	e+et
2633	330	8	verb, normal	e+ne
2634	330	9	verb, normal	e+ne
2635	330	10	verb, normal	e+ende
2636	330	11	verb, normal	e+
2637	331	1	verb, normal	e+e
2638	331	2	verb, normal	e+er
2639	331	3	verb, normal	e+es
2640	331	4	verb, normal	a+
2641	331	5	verb, normal	e+et
2642	331	6	verb, normal	e+et
2643	331	7	verb, normal	e+en
2644	331	8	verb, normal	e+ne
2645	331	9	verb, normal	e+ne
2646	331	10	verb, normal	e+ende
2647	331	11	verb, normal	e+
2648	332	1	verb, normal	se
2649	332	2	verb, normal	ser
2650	332	3	verb, normal	ses
2651	332	4	verb, normal	så
2652	332	5	verb, normal	sett
2653	332	6	verb, normal	sett
2654	332	7	verb, normal	sett
2655	332	8	verb, normal	sette
2656	332	9	verb, normal	sette
2657	332	10	verb, normal	seende
2658	332	11	verb, normal	se
2659	333	1	verb, normal	se
2660	333	2	verb, normal	ser
2661	333	3	verb, normal	sees
2662	333	4	verb, normal	så
2663	333	5	verb, normal	sett
2664	333	6	verb, normal	sett
2665	333	7	verb, normal	sett
2666	333	8	verb, normal	sette
2667	333	9	verb, normal	sette
2668	333	10	verb, normal	seende
2669	333	11	verb, normal	se
2670	334	1	verb, normal	e+e
2671	334	2	verb, normal	e+er
2672	334	3	verb, normal	e+es
2673	334	4	verb, normal	a+
2674	334	5	verb, normal	e+t
2675	334	6	verb, normal	e+t
2676	334	7	verb, normal	e+t
2677	334	8	verb, normal	e+te
2678	334	9	verb, normal	e+te
2679	334	10	verb, normal	e+ende
2680	334	11	verb, normal	e+
2681	335	1	verb, normal	være
2682	335	2	verb, normal	er
2683	335	3	verb, normal	-
2684	335	4	verb, normal	var
2685	335	5	verb, normal	vært
2686	335	6	verb, normal	vært
2687	335	7	verb, normal	-
2688	335	8	verb, normal	-
2689	335	9	verb, normal	-
2690	335	10	verb, normal	værende
2691	335	11	verb, normal	vær
2692	336	1	verb, normal	e+e
2693	336	2	verb, normal	e+er
2694	336	3	verb, normal	e+es
2695	336	4	verb, normal	å+
2696	336	5	verb, normal	e++
2697	336	6	verb, normal	e++
2698	336	7	verb, normal	e++
2699	336	8	verb, normal	e++e
2700	336	9	verb, normal	e++e
2701	336	10	verb, normal	e+ende
2702	336	11	verb, normal	e+
2703	337	1	verb, normal	e+%e
2704	337	2	verb, normal	e+%er
2705	337	3	verb, normal	e+%es
2706	337	4	verb, normal	a+%
2707	337	5	verb, normal	e+%et
2708	337	6	verb, normal	e+%et
2709	337	7	verb, normal	e+%et
2710	337	8	verb, normal	e+%ne
2711	337	9	verb, normal	e+%ne
2712	337	10	verb, normal	e+%ende
2713	337	11	verb, normal	e+%
2714	338	1	verb, normal	e+%e
2715	338	2	verb, normal	e+%er
2716	338	3	verb, normal	e+%es
2717	338	4	verb, normal	a+%
2718	338	5	verb, normal	e+%et
2719	338	6	verb, normal	e+%et
2720	338	7	verb, normal	e+%en
2721	338	8	verb, normal	e+%ne
2722	338	9	verb, normal	e+%ne
2723	338	10	verb, normal	e+%ende
2724	338	11	verb, normal	e+%
2725	339	1	verb, normal	være
2726	339	2	verb, normal	værer
2727	339	3	verb, normal	væres
2728	339	4	verb, normal	var
2729	339	5	verb, normal	vært
2730	339	6	verb, normal	vært
2731	339	7	verb, normal	vært
2732	339	8	verb, normal	værte
2733	339	9	verb, normal	værte
2734	339	10	verb, normal	værende
2735	339	11	verb, normal	vær
2736	340	1	verb, normal	i
2737	340	2	verb, normal	ir
2738	340	3	verb, normal	is
2739	340	4	verb, normal	a
2740	340	5	verb, normal	itt
2741	340	6	verb, normal	itt
2742	340	7	verb, normal	itt
2743	340	8	verb, normal	itte
2744	340	9	verb, normal	itte
2745	340	10	verb, normal	iende
2746	340	11	verb, normal	i
2747	341	1	verb, normal	i
2748	341	2	verb, normal	ir
2749	341	3	verb, normal	ies
2750	341	4	verb, normal	a
2751	341	5	verb, normal	itt
2752	341	6	verb, normal	itt
2753	341	7	verb, normal	itt
2754	341	8	verb, normal	itte
2755	341	9	verb, normal	itte
2756	341	10	verb, normal	ivende
2757	341	11	verb, normal	i
2758	346	1	verb, normal	
2759	346	2	verb, normal	
2760	346	3	verb, normal	-
2761	346	4	verb, normal	
2762	346	5	verb, normal	-
2763	346	6	verb, normal	-
2764	346	7	verb, normal	-
2765	346	8	verb, normal	-
2766	346	9	verb, normal	-
2767	346	10	verb, normal	-
2768	346	11	verb, normal	-
2769	348	1	verb, normal	a
2770	348	2	verb, normal	ar
2771	348	3	verb, normal	as
2772	348	4	verb, normal	ok
2773	348	5	verb, normal	att
2774	348	6	verb, normal	att
2775	348	7	verb, normal	att
2776	348	8	verb, normal	atte
2777	348	9	verb, normal	atte
2778	348	10	verb, normal	akende
2779	348	11	verb, normal	a
2780	349	1	verb, normal	a
2781	349	2	verb, normal	ar
2782	349	3	verb, normal	aes
2783	349	4	verb, normal	ok
2784	349	5	verb, normal	att
2785	349	6	verb, normal	att
2786	349	7	verb, normal	att
2787	349	8	verb, normal	atte
2788	349	9	verb, normal	atte
2789	349	10	verb, normal	akende
2790	349	11	verb, normal	a
2791	352	1	verb, normal	å
2792	352	2	verb, normal	år
2793	352	3	verb, normal	ås
2794	352	4	verb, normal	od
2795	352	5	verb, normal	ått
2796	352	6	verb, normal	ått
2797	352	7	verb, normal	ått
2798	352	8	verb, normal	åtte
2799	352	9	verb, normal	åtte
2800	352	10	verb, normal	ående
2801	352	11	verb, normal	å
2802	353	1	verb, normal	å
2803	353	2	verb, normal	år
2804	353	3	verb, normal	åes
2805	353	4	verb, normal	od
2806	353	5	verb, normal	ått
2807	353	6	verb, normal	ått
2808	353	7	verb, normal	ått
2809	353	8	verb, normal	åtte
2810	353	9	verb, normal	åtte
2811	353	10	verb, normal	ående
2812	353	11	verb, normal	å
2813	354	1	verb, normal	a
2814	354	2	verb, normal	ar
2815	354	3	verb, normal	as
2816	354	4	verb, normal	og
2817	354	5	verb, normal	add
2818	354	6	verb, normal	add
2819	354	7	verb, normal	add
2820	354	8	verb, normal	adde
2821	354	9	verb, normal	adde
2822	354	10	verb, normal	agende
2823	354	11	verb, normal	a
2824	355	1	verb, normal	a
2825	355	2	verb, normal	ar
2826	355	3	verb, normal	as
2827	355	4	verb, normal	og
2828	355	5	verb, normal	att
2829	355	6	verb, normal	att
2830	355	7	verb, normal	att
2831	355	8	verb, normal	atte
2832	355	9	verb, normal	atte
2833	355	10	verb, normal	agende
2834	355	11	verb, normal	a
2835	356	1	verb, normal	age
2836	356	2	verb, normal	ager
2837	356	3	verb, normal	ages
2838	356	4	verb, normal	og
2839	356	5	verb, normal	add
2840	356	6	verb, normal	add
2841	356	7	verb, normal	add
2842	356	8	verb, normal	adde
2843	356	9	verb, normal	adde
2844	356	10	verb, normal	agende
2845	356	11	verb, normal	ag
2846	357	1	verb, normal	age
2847	357	2	verb, normal	ager
2848	357	3	verb, normal	ages
2849	357	4	verb, normal	og
2850	357	5	verb, normal	att
2851	357	6	verb, normal	att
2852	357	7	verb, normal	att
2853	357	8	verb, normal	atte
2854	357	9	verb, normal	atte
2855	357	10	verb, normal	agende
2856	357	11	verb, normal	ag
2857	358	1	verb, normal	e+ge
2858	358	2	verb, normal	e+ger
2859	358	3	verb, normal	e+ges
2860	358	4	verb, normal	o+
2861	358	5	verb, normal	o+et
2862	358	6	verb, normal	o+et
2863	358	7	verb, normal	o+et
2864	358	8	verb, normal	o+ne
2865	358	9	verb, normal	o+ne
2866	358	10	verb, normal	e+gende
2867	358	11	verb, normal	e+g
2868	359	1	verb, normal	e+ge
2869	359	2	verb, normal	e+ger
2870	359	3	verb, normal	e+ges
2871	359	4	verb, normal	o+
2872	359	5	verb, normal	o+et
2873	359	6	verb, normal	o+et
2874	359	7	verb, normal	o+en
2875	359	8	verb, normal	o+ne
2876	359	9	verb, normal	o+ne
2877	359	10	verb, normal	e+gende
2878	359	11	verb, normal	e+g
2879	360	1	verb, normal	e+je
2880	360	2	verb, normal	e+jer
2881	360	3	verb, normal	e+jes
2882	360	4	verb, normal	o+
2883	360	5	verb, normal	o+et
2884	360	6	verb, normal	o+et
2885	360	7	verb, normal	o+et
2886	360	8	verb, normal	o+ne
2887	360	9	verb, normal	o+ne
2888	360	10	verb, normal	e+jende
2889	360	11	verb, normal	e+j
2890	361	1	verb, normal	e+je
2891	361	2	verb, normal	e+jer
2892	361	3	verb, normal	e+jes
2893	361	4	verb, normal	o+
2894	361	5	verb, normal	o+et
2895	361	6	verb, normal	o+et
2896	361	7	verb, normal	o+en
2897	361	8	verb, normal	o+ne
2898	361	9	verb, normal	o+ne
2899	361	10	verb, normal	e+jende
2900	361	11	verb, normal	e+j
2901	362	1	verb, normal	trå
2902	362	2	verb, normal	trår
2903	362	3	verb, normal	trås
2904	362	4	verb, normal	tro
2905	362	5	verb, normal	trådd
2906	362	6	verb, normal	trådd
2907	362	7	verb, normal	trådd
2908	362	8	verb, normal	trådde
2909	362	9	verb, normal	trådde
2910	362	10	verb, normal	trående
2911	362	11	verb, normal	trå
2912	363	1	verb, normal	tre
2913	363	2	verb, normal	trer
2914	363	3	verb, normal	tres
2915	363	4	verb, normal	trådte
2916	363	5	verb, normal	trådt
2917	363	6	verb, normal	trådt
2918	363	7	verb, normal	trådt
2919	363	8	verb, normal	trådte
2920	363	9	verb, normal	trådte
2921	363	10	verb, normal	tredende
2922	363	11	verb, normal	tre
2923	364	1	verb, normal	trede
2924	364	2	verb, normal	treder
2925	364	3	verb, normal	tredes
2926	364	4	verb, normal	trådte
2927	364	5	verb, normal	trådt
2928	364	6	verb, normal	trådt
2929	364	7	verb, normal	trådt
2930	364	8	verb, normal	trådte
2931	364	9	verb, normal	trådte
2932	364	10	verb, normal	tredende
2933	364	11	verb, normal	tred
2934	365	1	verb, normal	e
2935	365	2	verb, normal	er
2936	365	3	verb, normal	es
2937	365	4	verb, normal	o
2938	365	5	verb, normal	edd
2939	365	6	verb, normal	edd
2940	365	7	verb, normal	edd
2941	365	8	verb, normal	edde
2942	365	9	verb, normal	edde
2943	365	10	verb, normal	eende
2944	365	11	verb, normal	e
2945	366	1	verb, normal	a+e
2946	366	2	verb, normal	a+er
2947	366	3	verb, normal	a+es
2948	366	4	verb, normal	o+
2949	366	5	verb, normal	a+d
2950	366	6	verb, normal	a+d
2951	366	7	verb, normal	a+d
2952	366	8	verb, normal	a+de
2953	366	9	verb, normal	a+de
2954	366	10	verb, normal	a+ende
2955	366	11	verb, normal	a+
2956	367	1	verb, normal	a
2957	367	2	verb, normal	ar
2958	367	3	verb, normal	as
2959	367	4	verb, normal	o
2960	367	5	verb, normal	add
2961	367	6	verb, normal	add
2962	367	7	verb, normal	add
2963	367	8	verb, normal	adde
2964	367	9	verb, normal	adde
2965	367	10	verb, normal	agende
2966	367	11	verb, normal	a
2967	368	1	verb, normal	a
2968	368	2	verb, normal	ar
2969	368	3	verb, normal	as
2970	368	4	verb, normal	o
2971	368	5	verb, normal	att
2972	368	6	verb, normal	att
2973	368	7	verb, normal	att
2974	368	8	verb, normal	atte
2975	368	9	verb, normal	atte
2976	368	10	verb, normal	agende
2977	368	11	verb, normal	a
2978	369	1	verb, normal	age
2979	369	2	verb, normal	ager
2980	369	3	verb, normal	ages
2981	369	4	verb, normal	o
2982	369	5	verb, normal	add
2983	369	6	verb, normal	add
2984	369	7	verb, normal	add
2985	369	8	verb, normal	adde
2986	369	9	verb, normal	adde
2987	369	10	verb, normal	agende
2988	369	11	verb, normal	ag
2989	370	1	verb, normal	age
2990	370	2	verb, normal	ager
2991	370	3	verb, normal	ages
2992	370	4	verb, normal	o
2993	370	5	verb, normal	att
2994	370	6	verb, normal	att
2995	370	7	verb, normal	att
2996	370	8	verb, normal	atte
2997	370	9	verb, normal	atte
2998	370	10	verb, normal	agende
2999	370	11	verb, normal	ag
3000	372	1	verb, normal	ville
3001	372	2	verb, normal	vil
3002	372	3	verb, normal	villes
3003	372	4	verb, normal	ville
3004	372	5	verb, normal	villet
3005	372	6	verb, normal	villet
3006	372	7	verb, normal	villet
3007	372	8	verb, normal	villete
3008	372	9	verb, normal	villete
3009	372	10	verb, normal	villende
3010	372	11	verb, normal	-
3011	373	1	verb, normal	y+e
3012	373	2	verb, normal	y+er
3013	373	3	verb, normal	y+es
3014	373	4	verb, normal	ø+
3015	373	5	verb, normal	y++
3016	373	6	verb, normal	y++
3017	373	7	verb, normal	y++
3018	373	8	verb, normal	y++e
3019	373	9	verb, normal	y++e
3020	373	10	verb, normal	y+ende
3021	373	11	verb, normal	y+
3022	376	1	verb, normal	y+e
3023	376	2	verb, normal	y+er
3024	376	3	verb, normal	y+es
3025	376	4	verb, normal	au+
3026	376	5	verb, normal	y++
3027	376	6	verb, normal	y++
3028	376	7	verb, normal	y++
3029	376	8	verb, normal	y++e
3030	376	9	verb, normal	y++e
3031	376	10	verb, normal	y+ende
3032	376	11	verb, normal	y+
3033	378	1	verb, normal	øyte
3034	378	2	verb, normal	øyter
3035	378	3	verb, normal	øytes
3036	378	4	verb, normal	øtte
3037	378	5	verb, normal	øtt
3038	378	6	verb, normal	øtt
3039	378	7	verb, normal	øtt
3040	378	8	verb, normal	øtte
3041	378	9	verb, normal	øtte
3042	378	10	verb, normal	øytende
3043	378	11	verb, normal	øyt
3044	380	1	verb, normal	burde
3045	380	2	verb, normal	bør
3046	380	3	verb, normal	-
3047	380	4	verb, normal	burde
3048	380	5	verb, normal	burdet
3049	380	6	verb, normal	-
3050	380	7	verb, normal	-
3051	380	8	verb, normal	-
3052	380	9	verb, normal	-
3053	380	10	verb, normal	-
3054	380	11	verb, normal	-
3055	381	1	verb, normal	tore
3056	381	2	verb, normal	tør
3057	381	3	verb, normal	-
3058	381	4	verb, normal	torde
3059	381	5	verb, normal	tort
3060	381	6	verb, normal	-
3061	381	7	verb, normal	-
3062	381	8	verb, normal	-
3063	381	9	verb, normal	-
3064	381	10	verb, normal	-
3065	381	11	verb, normal	-
3066	382	1	verb, normal	ville
3067	382	2	verb, normal	vil
3068	382	3	verb, normal	villes
3069	382	4	verb, normal	ville
3070	382	5	verb, normal	villet
3071	382	6	verb, normal	villet
3072	382	7	verb, normal	villet
3073	382	8	verb, normal	villede
3074	382	9	verb, normal	villede
3075	382	10	verb, normal	villende
3076	382	11	verb, normal	-
3077	383	1	verb, normal	u++e
3078	383	2	verb, normal	a+
3079	383	3	verb, normal	u++es
3080	383	4	verb, normal	u++e
3081	383	5	verb, normal	u++et
3082	383	6	verb, normal	u++et
3083	383	7	verb, normal	-
3084	383	8	verb, normal	-
3085	383	9	verb, normal	-
3086	383	10	verb, normal	u++ende
3087	383	11	verb, normal	-
3088	384	1	verb, normal	åtte
3089	384	2	verb, normal	å
3090	384	3	verb, normal	-
3091	384	4	verb, normal	åtte
3092	384	5	verb, normal	åttet
3093	384	6	verb, normal	-
3094	384	7	verb, normal	-
3095	384	8	verb, normal	-
3096	384	9	verb, normal	-
3097	384	10	verb, normal	-
3098	384	11	verb, normal	-
3099	385	1	verb, normal	u++e
3100	385	2	verb, normal	a+
3101	385	3	verb, normal	-
3102	385	4	verb, normal	u++e
3103	385	5	verb, normal	u++et
3104	385	6	verb, normal	-
3105	385	7	verb, normal	-
3106	385	8	verb, normal	-
3107	385	9	verb, normal	-
3108	385	10	verb, normal	u++ende
3109	385	11	verb, normal	-
3110	386	1	verb, normal	bli
3111	386	2	verb, normal	blir
3112	386	3	verb, normal	blis
3113	386	4	verb, normal	vart
3114	386	5	verb, normal	blitt
3115	386	6	verb, normal	-
3116	386	7	verb, normal	-
3117	386	8	verb, normal	-
3118	386	9	verb, normal	-
3119	386	10	verb, normal	blivende
3120	386	11	verb, normal	bli
3121	387	1	verb, normal	i
3122	387	2	verb, normal	ir
3123	387	3	verb, normal	is
3124	387	4	verb, normal	e
3125	387	5	verb, normal	itt
3126	387	6	verb, normal	-
3127	387	7	verb, normal	-
3128	387	8	verb, normal	-
3129	387	9	verb, normal	-
3130	387	10	verb, normal	ivende
3131	387	11	verb, normal	i
3132	388	1	verb, normal	i
3133	388	2	verb, normal	ir
3134	388	3	verb, normal	is
3135	388	4	verb, normal	ei
3136	388	5	verb, normal	itt
3137	388	6	verb, normal	-
3138	388	7	verb, normal	-
3139	388	8	verb, normal	-
3140	388	9	verb, normal	-
3141	388	10	verb, normal	ivende
3142	388	11	verb, normal	i
3143	389	1	verb, normal	
3144	389	2	verb, normal	r
3145	389	3	verb, normal	s
3146	389	4	verb, normal	dde
3147	389	5	verb, normal	tt
3148	389	6	verb, normal	-
3149	389	7	verb, normal	-
3150	389	8	verb, normal	-
3151	389	9	verb, normal	-
3152	389	10	verb, normal	ende
3153	389	11	verb, normal	
3154	38A	1	verb, normal	tørre
3155	38A	2	verb, normal	tør
3156	38A	3	verb, normal	-
3157	38A	4	verb, normal	torde
3158	38A	5	verb, normal	tort
3159	38A	6	verb, normal	-
3160	38A	7	verb, normal	-
3161	38A	8	verb, normal	-
3162	38A	9	verb, normal	-
3163	38A	10	verb, normal	-
3164	38A	11	verb, normal	-
3165	38B	1	verb, normal	tore
3166	38B	2	verb, normal	tør
3167	38B	3	verb, normal	-
3168	38B	4	verb, normal	turte
3169	38B	5	verb, normal	turt
3170	38B	6	verb, normal	-
3171	38B	7	verb, normal	-
3172	38B	8	verb, normal	-
3173	38B	9	verb, normal	-
3174	38B	10	verb, normal	-
3175	38B	11	verb, normal	-
3176	38C	1	verb, normal	tørre
3177	38C	2	verb, normal	tør
3178	38C	3	verb, normal	-
3179	38C	4	verb, normal	turte
3180	38C	5	verb, normal	turt
3181	38C	6	verb, normal	-
3182	38C	7	verb, normal	-
3183	38C	8	verb, normal	-
3184	38C	9	verb, normal	-
3185	38C	10	verb, normal	-
3186	38C	11	verb, normal	-
3187	38D	1	verb, normal	monne
3188	38D	2	verb, normal	mon
3189	38D	3	verb, normal	-
3190	38D	4	verb, normal	monne
3191	38D	5	verb, normal	-
3192	38D	6	verb, normal	-
3193	38D	7	verb, normal	-
3194	38D	8	verb, normal	-
3195	38D	9	verb, normal	-
3196	38D	10	verb, normal	-
3197	38D	11	verb, normal	-
3198	390	1	verb, normal	
3199	390	2	verb, normal	r
3200	390	3	verb, normal	es
3201	390	4	verb, normal	dde
3202	390	5	verb, normal	tt
3203	390	6	verb, normal	-
3204	390	7	verb, normal	-
3205	390	8	verb, normal	-
3206	390	9	verb, normal	-
3207	390	10	verb, normal	ende
3208	390	11	verb, normal	
3209	391	1	verb, normal	turve
3210	391	2	verb, normal	tarv
3211	391	3	verb, normal	turves
3212	391	4	verb, normal	turvde
3213	391	5	verb, normal	turvt
3214	391	6	verb, normal	turvt
3215	391	7	verb, normal	turvt
3216	391	8	verb, normal	turvte
3217	391	9	verb, normal	turvte
3218	391	10	verb, normal	turvende
3219	391	11	verb, normal	turv
3220	392	1	verb, normal	turve
3221	392	2	verb, normal	tarv
3222	392	3	verb, normal	turves
3223	392	4	verb, normal	turvte
3224	392	5	verb, normal	turvt
3225	392	6	verb, normal	turvt
3226	392	7	verb, normal	turvt
3227	392	8	verb, normal	turvte
3228	392	9	verb, normal	turvte
3229	392	10	verb, normal	turvende
3230	392	11	verb, normal	turv
3231	400	1	verb, s-verb	finnes
3232	400	2	verb, s-verb	finnes
3233	400	3	verb, s-verb	fantes
3234	400	4	verb, s-verb	funnes
3235	400	5	verb, s-verb	-
3236	401	1	verb, s-verb	finnes
3237	401	2	verb, s-verb	fins
3238	401	3	verb, s-verb	fans
3239	401	4	verb, s-verb	funnes
3240	401	5	verb, s-verb	-
3241	401B	1	verb, s-verb	finnes
3242	401B	2	verb, s-verb	fins
3243	401B	3	verb, s-verb	fantes
3244	401B	4	verb, s-verb	funnes
3245	401B	5	verb, s-verb	finnes
3246	402	1	verb, s-verb	spørres
3247	402	2	verb, s-verb	spørres
3248	402	3	verb, s-verb	spurtes
3249	402	4	verb, s-verb	spurts
3250	402	5	verb, s-verb	-
3251	402A	1	verb, s-verb	spørres
3252	402A	2	verb, s-verb	spørres
3253	402A	3	verb, s-verb	spurtes
3254	402A	4	verb, s-verb	spurtes
3255	402A	5	verb, s-verb	-
3256	403	1	verb, s-verb	spørres
3257	403	2	verb, s-verb	spørs
3258	403	3	verb, s-verb	spurtes
3259	403	4	verb, s-verb	spurts
3260	403	5	verb, s-verb	-
3261	403A	1	verb, s-verb	spørres
3262	403A	2	verb, s-verb	spørs
3263	403A	3	verb, s-verb	spurtes
3264	403A	4	verb, s-verb	spurtes
3265	403A	5	verb, s-verb	-
3266	404	1	verb, s-verb	es
3267	404	2	verb, s-verb	es
3268	404	3	verb, s-verb	tes
3269	404	4	verb, s-verb	es
3270	404	5	verb, s-verb	es
3271	405	1	verb, s-verb	es
3272	405	2	verb, s-verb	s
3273	405	3	verb, s-verb	tes
3274	405	4	verb, s-verb	tes
3275	405	5	verb, s-verb	es
3276	406	1	verb, s-verb	es
3277	406	2	verb, s-verb	es
3278	406	3	verb, s-verb	edes
3279	406	4	verb, s-verb	es
3280	406	5	verb, s-verb	es
3281	407	1	verb, s-verb	++es
3282	407	2	verb, s-verb	++es
3283	407	3	verb, s-verb	+tes
3284	407	4	verb, s-verb	++es
3285	407	5	verb, s-verb	++es
3286	408	1	verb, s-verb	es
3287	408	2	verb, s-verb	es
3288	408	3	verb, s-verb	des
3289	408	4	verb, s-verb	es
3290	408	5	verb, s-verb	es
3291	409	1	verb, s-verb	++es
3292	409	2	verb, s-verb	++es
3293	409	3	verb, s-verb	+tes
3294	409	4	verb, s-verb	+tes
3295	409	5	verb, s-verb	++es
3296	410	1	verb, s-verb	++es
3297	410	2	verb, s-verb	+s
3298	410	3	verb, s-verb	+tes
3299	410	4	verb, s-verb	+tes
3300	410	5	verb, s-verb	++es
3301	411	1	verb, s-verb	slåss
3302	411	2	verb, s-verb	slåss
3303	411	3	verb, s-verb	sloss
3304	411	4	verb, s-verb	slåss
3305	411	5	verb, s-verb	slåss
3306	412	1	verb, s-verb	treffes
3307	412	2	verb, s-verb	treffes
3308	412	3	verb, s-verb	traffes
3309	412	4	verb, s-verb	truffes
3310	412	5	verb, s-verb	treffes
3311	413	1	verb, s-verb	treffes
3312	413	2	verb, s-verb	treffes
3313	413	3	verb, s-verb	trafs
3314	413	4	verb, s-verb	truffes
3315	413	5	verb, s-verb	treffes
3316	414	1	verb, s-verb	++es
3317	414	2	verb, s-verb	++es
3318	414	3	verb, s-verb	+des
3319	414	4	verb, s-verb	++es
3320	414	5	verb, s-verb	++es
3321	415	1	verb, s-verb	++es
3322	415	2	verb, s-verb	++es
3323	415	3	verb, s-verb	+des
3324	415	4	verb, s-verb	+des
3325	415	5	verb, s-verb	++es
3326	416	1	verb, s-verb	gås
3327	416	2	verb, s-verb	gås
3328	416	3	verb, s-verb	giks
3329	416	4	verb, s-verb	gåttes
3330	416	5	verb, s-verb	gås
3331	417	1	verb, s-verb	gås
3332	417	2	verb, s-verb	gås
3333	417	3	verb, s-verb	gikkes
3334	417	4	verb, s-verb	gåttes
3335	417	5	verb, s-verb	gås
3336	418	1	verb, s-verb	gåes
3337	418	2	verb, s-verb	gåes
3338	418	3	verb, s-verb	giks
3339	418	4	verb, s-verb	gåttes
3340	418	5	verb, s-verb	gåes
3341	419	1	verb, s-verb	gåes
3342	419	2	verb, s-verb	gåes
3343	419	3	verb, s-verb	gikkes
3344	419	4	verb, s-verb	gåttes
3345	419	5	verb, s-verb	gåes
3346	420	1	verb, s-verb	es
3347	420	2	verb, s-verb	s
3348	420	3	verb, s-verb	des
3349	420	4	verb, s-verb	des
3350	420	5	verb, s-verb	es
3351	421	1	verb, s-verb	es
3352	421	2	verb, s-verb	es
3353	421	3	verb, s-verb	tes
3354	421	4	verb, s-verb	t
3355	421	5	verb, s-verb	es
3356	422	1	verb, s-verb	es
3357	422	2	verb, s-verb	es
3358	422	3	verb, s-verb	ddes
3359	422	4	verb, s-verb	es
3360	422	5	verb, s-verb	es
3361	423	1	verb, s-verb	es
3362	423	2	verb, s-verb	es
3363	423	3	verb, s-verb	des
3364	423	4	verb, s-verb	des
3365	423	5	verb, s-verb	es
3366	424	1	verb, s-verb	i+es
3367	424	2	verb, s-verb	i+es
3368	424	3	verb, s-verb	ei+s
3369	424	4	verb, s-verb	i+es
3370	424	5	verb, s-verb	i+es
3371	425	1	verb, s-verb	es
3372	425	2	verb, s-verb	es
3373	425	3	verb, s-verb	tes
3374	425	4	verb, s-verb	s
3375	425	5	verb, s-verb	es
3376	426	1	verb, s-verb	es
3377	426	2	verb, s-verb	es
3378	426	3	verb, s-verb	es
3379	426	4	verb, s-verb	es
3380	426	5	verb, s-verb	es
3381	427	1	verb, s-verb	gjørs
3382	427	2	verb, s-verb	gjørs
3383	427	3	verb, s-verb	gjors
3384	427	4	verb, s-verb	gjors
3385	427	5	verb, s-verb	gjørs
3386	428	1	verb, s-verb	tas
3387	428	2	verb, s-verb	tas
3388	428	3	verb, s-verb	toks
3389	428	4	verb, s-verb	takes
3390	428	5	verb, s-verb	tas
3391	429	1	verb, s-verb	es
3392	429	2	verb, s-verb	es
3393	429	3	verb, s-verb	tes
3394	429	4	verb, s-verb	tes
3395	429	5	verb, s-verb	es
3396	430	1	verb, s-verb	%%es
3397	430	2	verb, s-verb	%%es
3398	430	3	verb, s-verb	%tes
3399	430	4	verb, s-verb	%tes
3400	430	5	verb, s-verb	%%es
3401	431	1	verb, s-verb	e%%es
